title,url,publish_date,source,category,title_clean,vader_score,vader_label
Ini Satu-satunya Sosok Peramal Jitu Suku Bunga BI Naik ke 6% - CNBC Indonesia,https://news.google.com/rss/articles/CBMivgFBVV95cUxQR0prRGZDeHBUVUd5aDNJaXRWcUFVbUVyZmRFZm9pdk9XZ01SbDRnTmNOeHZmdFpGN0ZqbWM3anRWTmlXNDQyNnV4aHZFSElhMnNYVURzNnptVmZpblBCNFRYTXZIVVhRN0ZCUVpoZ29RYnJld3JTZ2t2SXAxdFZkYllvcEc3QXNZLVdpRFdHUVl3bFVvcVdPLUpMckt6WmNjQXN0YkRfcEtkek9zbmhpdnM0T1F1YUtqdFpNaHpB0gHDAUFVX3lxTE9NdWdsaE5MY0dXQmV2RE9vdGV6VzRMMVl5MkRlVzhHdGoxa3FONlJjdnRpeFg5ZW13ZF9CbmJua1dGVVM0RTlNTDdTQUZ5b1E5ejBJb3lmTm5NYWhVZ1hMRWNhdFpkNDdxdlVQVVpXS18xZklHYmNtWjJ1d0VvS1pKUWlhVVRqQW9iWEJyUFVSSXRkSks3M1dHamd4YVRITnJNRVV4TXJnVklMOW9MTE9USVVUNjNLYU9yVlZnYmljYzNGQQ?oc=5,2023-10-19,CNBC Indonesia,Ekonomi,satusatunya sosok peramal jitu suku bunga bi naik cnbc indonesia,0.0,neutral
"Bak Langit dan Bumi, Bunga Deposito dan Kredit Bedanya Jauh Banget - detikFinance",https://news.google.com/rss/articles/CBMirgFBVV95cUxPTllBcXUwaE9Tak5vbXBfOHNiOXBnTDZCT0dEUXhzbkRkenYyU2diMzN0Ykd6R0xoT25CSVBwa21YSFdxWExEYlAxXzhzNGw5Zzhjd1dPQkowWndES1A5SDIwRW5XNUctOUlUVG9MS2J4Unp0RjB5ZHlxVUlkTDdFUDBsRmhOT3gxRTVqWFotRmRTWmpEWC12RHl1ZTkxN0JvMVdUSXBOLWRXcF9JTVHSAbMBQVVfeXFMTnZhSzBfWUt3MmtDMm9McUxfd1RVdmVDZi1FeHNYT2NyQ2VTZ1J2dnRXSkNka3AzcWNqT2dGVG5GVnhSRjBhOGpVcHBMbXc5ZTRpZ2lnUzA5YnVJVEk2QU5LY0tSX0lHREFUU0dKQ05UMDRiU2pnbGFtaVd6TUh5SWFzOF9SaFZmc1RRRFB4ellnZzVrQ2tLdDdCQTItYVBXN1F6d0xSRlN1eFpiRWlQNTFzRjA?oc=5,2023-08-24,detikFinance,Ekonomi,bak langit bumi bunga deposito kredit bedanya jauh banget detikfinance,0.0,neutral
LPS Pastikan Suku Bunga Penjaminan Tak Akan Naik Hingga 2024 Meski BI Rate Merangkak - Bisnis.com,https://news.google.com/rss/articles/CBMi1AFBVV95cUxNYmxNRDNTakd0TmxVVlc3NHNjV3AwbmZXODlYV1hwRXhWSE9yRDFhdGthYWZQQkIxN1ZpRXJfMWRSeTFicXFxdTFndUhOaXppUUtSVXh6TXlFWUxjcERMaWRKb2JuMnlsTU5JZXlFcmdCNEs1UEVmNDdsMWJVNlRWLXlHRlB3XzNoZVhBVGdkdG9OcjBZYjJnOEZzYnRPNGpOamtDcTdscjJSOHM4YkVEaFQzdndITTNJdmZ6R3JZSFBjNU9mUzFGNUFqSEFudVV2THJGUw?oc=5,2023-11-06,Bisnis.com,Ekonomi,lps pastikan suku bunga penjaminan tak naik hingga meski bi rate merangkak bisniscom,0.0,neutral
BI: Suku Bunga Kredit Dalam Posisi Rendah - CNBC Indonesia,https://news.google.com/rss/articles/CBMipAFBVV95cUxPWEpwNnBIUUl4MnEwLUtNU2Zqd3Q0YWxhdGMxMW1ZVDJ3YzlRUkE3bnF0OVhtSHdSaVo1WHFjcFE4bEZPR2Nzc19faDV2Ml9vRDZxR1IyNXZYRGlxRFlVQ2o4UGI3QjNqRmY5M1NFVjlTM2VyX3QxaUV5VHhqaU1nVHdzaWJzUHotdVJreEZxZ1hwV0pobWNQeUtHSWVEdmhoVHdjTdIBqgFBVV95cUxPVEFSbWt3WmdZWi13VU5iRFRseHB1V05HVjlwb1JqNVpBUEFGSGpZYXpHLXhvZzlBV1VORWo5V19EWE1BTzg2cng3NjZpS1V2Vy04WE1Xbnd5VUxDSVBWOW5lOEdfS18yR3hZejJpeE11a2ltQTl4czRiYVVnd0hnRllVcTJBZk1kSk5lT19vbUpaMVBSNjl3dWFlMmJzTFZfTGJsOEJRb1ltQQ?oc=5,2023-06-22,CNBC Indonesia,Ekonomi,bi suku bunga kredit posisi rendah cnbc indonesia,0.0,neutral
BI Diprediksi Masih Tahan Suku Bunga Acuan - Infobanknews,https://news.google.com/rss/articles/CBMidkFVX3lxTE5jTkdwTDlnTEZWbG5DTWQzYVRmSy1EV010QXlIbDluc3hyQi1xUk9zSWVlRWhhYUNZamw4WFg3U2hVMmlzSk9PWlNqWjYxVFg4ZzExZGJ1RXdES2FXS19IV3JoRUVuNUN5VDBvSjM4d1VmUVpYc3c?oc=5,2023-06-22,Infobanknews,Ekonomi,bi diprediksi tahan suku bunga acuan infobanknews,0.0,neutral
"Hari Ini BI Umumkan Bunga Acuan, Naik Lagi Nggak Ya? - detikFinance",https://news.google.com/rss/articles/CBMimgFBVV95cUxNZDhWTHZ6RHVDNTU4ODk0ODY4SFBQSUlvWVhkRm1ZSjMwc2pwZFdIZ3hmclpVUkNwbUNaOUxSWDZ6T3BMdC1nNkxyRmxIaDJ3ekVydUx0aGN6eDUwOVRabzVCcTRiMWo4MVRGbGMyMzg0dVpqMXZvWDdoRWt4dTVyNHYtNE5zNGVZWjZLdlVNTkZSYU9Nd3ppck1n0gGfAUFVX3lxTFBrdHhNVFBRYlNsR25YY0tSU2hJeElkNkpUV1RVZlFFOGhyeTA5RW1oTVVvYzZvTFlqdUtjYjk0NEZxbzczZU5mNU1QenBaSHFZVjhQU2FBSEFjT0J0b3ExU0gyZ2hrZ0pDU0VkN1k3a2NkN3BvVHJzdzJXZkF5cFB6WldvRkJyVWZaaFhqcXpLcl96b20yYWZkZlBiSzhBMA?oc=5,2023-02-16,detikFinance,Ekonomi,hari bi umumkan bunga acuan naik nggak detikfinance,0.0,neutral
"BI Rate Tetap 6%, Ini Alasan Gubernur Perry Warjiyo! - CNBC Indonesia",https://news.google.com/rss/articles/CBMisAFBVV95cUxPZ2w0c2VzQ2lWVWVfTE1kWHhNcklmSjVjMGc0X2d2UXYtS1dfMzhJV3RPSHFIenVaMkVvVW5QVWRPcDFWNDBialdJSzB3cTFFVUJWUzdaRzdxN1NBZFhqR1BrcFRxN2ZYcWRkR0p0dzZJSkYweHFvaUxFRjJ6eEI0S2hZczcyYWpObVZ6RVFSc3pqbWp3TUhNRzVlSFZwYjMtZkhIdmIyWkFEaFZRVEhlMNIBtgFBVV95cUxPVlk4Z1ZkOHdiTHd2bWZ2ZUJ4MjdfS01KbGU0SzQxRGJseDl3RHBKYnM5ZlFkYmE2Rk1qMjlHbkY0MlNSQUxyRnpEZ081YXRxanRwTjJTUENFXzZJMjFGcDV4NG5RaFBDZTVnVFdlWFc2NE1JZ0xqY2dNZlJVUnRIc0o4ZjVLSFdGMWdWQVFKcVlSM0M3OE5mbGtLWklKcDYzVldOZG5MT1h5eFlyMVM3dlR3YTlGdw?oc=5,2023-12-21,CNBC Indonesia,Ekonomi,bi rate tetap alasan gubernur perry warjiyo cnbc indonesia,0.0,neutral
"Pengaruh Suku Bunga BI Naik Terhadap Saham, Emiten Ini Untung - CNBC Indonesia",https://news.google.com/rss/articles/CBMiwwFBVV95cUxNcjlJa3NyRnhpdkQ3T0kxdEVfbktWdU54RlEzRHpCNnVBaDlvQUZiR19sUzdZbTU3TEhWVUVGamhIbXBLREtRVGxLU3hfZnNabzNJOFpaWjZKUHlrZlcyZnZ1ZXM3NDhTeWRfcWp6UnVqN1FYYTRrRFQ0bEVBSmZRMm5RLXRBNjQzcnh1bTlBWG1qVVl0QVNKZ0RaUnRMTENILXo3RGlINXZLQVZBY2tLaFB5aG9RYXpjcE1qNkFkaF9TUmM?oc=5,2023-10-20,CNBC Indonesia,Ekonomi,pengaruh suku bunga bi naik saham emiten untung cnbc indonesia,0.0,neutral
"BI Rate Tetap 5,75%, Pastikan Inflasi Terkendali - metrotvnews.com",https://news.google.com/rss/articles/CBMikgFBVV95cUxNVmF5ZnhuSjBRZ1ZwVjFkcW5Dd0pKSkFoQW9YSkJhSnhYd0F2TnB0cmcwcXhtd3JqbU90YS1Yam8tU1J2SWIxX1BNVkJkakhaVG5sQjBWcl9WdWdtVVl3YkhNcWxHNl9pWlNpWEpKUE14TkN0UEJ3M2hJZXIwaGszcldxSUpkS2JOaVdpWlkzaUpwUQ?oc=5,2023-07-26,metrotvnews.com,Ekonomi,bi rate tetap pastikan inflasi terkendali metrotvnewscom,0.0,neutral
BI Tahan Suku Bunga di 6 Persen Pada Desember 2023 - CNN Indonesia,https://news.google.com/rss/articles/CBMitAFBVV95cUxNSXBBeGlncHRWWk92UmZhcnB6SHQtQnVhUlZQcXRKX3lwSkJXaEpjN0h5SHJLVV9tc0tyTHJDSkhnNWhjamxEamlUZURHZkZ2TktTYW1welBkS0QtV29QM0RnWUdmVmluZHRrXzMybWowb3o0Z3ZmN3cyRThLalk1M0g0QXYySlc3bGxReWIwS2RhSDhpQWpFUzctTjdWeXU1SXhlVlpzeHpDZ1Z4cjFiSUxWSnrSAboBQVVfeXFMTWVtbDNpU3dzbGdmbnZrbElJMTBKVXBvajNPcFpKMTZVMzZ6QWVXcXlEMFl3Z0xsbUotU1Rkc2V3S2hwaHN2eFhFdzVUNXE0aHZHa21vN0N4NjVmbXhGOHR1eUttc2xJZWZDajNTaEdyV3htTXlfUG43aS0zQm9yNkNsanVLcllBMHBFZ2x1aGo3OFA0cnp1M1BGOXJIRTN0LURsTXdFZGlpLUR2eHFKS00zbW5SUjN2R05n?oc=5,2023-12-21,CNN Indonesia,Ekonomi,bi tahan suku bunga persen desember cnn indonesia,0.0,neutral
Awas! RI Bisa Rugi Besar Jika Suku Bunga BI & Fed Setara - CNBC Indonesia,https://news.google.com/rss/articles/CBMitgFBVV95cUxPZzllX3ktOUN5aEZKNUszekowdDNmUlRTOTJlSUk1U3BWVDlEcXI5YWhhdUcxWkJ0RmxraFNPdm05Zzg0LXhySWhmZGE1bjh1TXF2dS1NWHk3WldiNzZtN0czRl9ONnFUM2xxNk1SMzNaXzdaX2pfWXlrTWRiZHRxWHhMdnlHOThyM0xZZkxIb2E3MUozdmxuZlhzb1NnMHZUVlR2Sk9mdTNqMllOR0VwUmVpMGhGUdIBuwFBVV95cUxNdFh6MVRXQms3U2VtY0NacFd6RHVpNkI1YTlwSFoxQ0ZUa3ZfNU5mNXhSVTR1d1JHUUJtWnRlcUJHSjI4U3B1ak9IOXVTSmtlRmZ1VTVrLVdpUEExM1NSUU1xc3dWV2h4cy1BalJlUHNTdE1Pdi0tRW1oeWRlRXVTZHFFTzJ1d2JFVnFHMzVBQ3pVV0xhYkg2di05bnA3UndwNTJ6RUtvMGxQWDFsXzNBTkp2cDhUSEhNak5r?oc=5,2023-10-09,CNBC Indonesia,Ekonomi,awas ri rugi besar suku bunga bi fed setara cnbc indonesia,0.0,neutral
"Suku Bunga BI Naik, Ini Bunga KPR Terbaru BCA hingga BTN - CNBC Indonesia",https://news.google.com/rss/articles/CBMiuAFBVV95cUxPMWpKN1NDNHZFT2h0dUtlSi1FNEZxa3BOZmFrZ0REbGFVZ0VkckVBZVB2NnZ1dTNrVzRBWXdwSkVVUGxVMUxWbDVHSlBJVUFjLUxFU1FlOFVHclNMbjZIaTNYckh0Q01VdGVqdVNYb0pfNUN5T25iVnZkVjR1VXFTQmN6XzdaaElndXFHVnBSSVBFOTJzZmhlX21QNmZNcktqZFpNdnZWc3JmRDc2M3MwWVEwa0owczhT0gG-AUFVX3lxTE1iemFfVXFmWHVZSm91QzRmeG51S29oczdFRi1GZlFGdjcyMDlkOEdMLUo0QlZfWjJCMDBqUnozU2ZIV0tkNy1sR280ajhFREVSUEVGZ3NBQUtwV1c1OWRUSXkzWVFpdVB2WjlGX0VlSk1QS0wwX1gzTnNGMWZfaktmYW5jVFNNcFo1S3pqRzN6eXRLd0UzWmpPQVFDb1dwS2FUX1NLNW1hUnlyVTBYUk1mV2dlcGlqbGRpcFJPYWc?oc=5,2023-10-22,CNBC Indonesia,Ekonomi,suku bunga bi naik bunga kpr terbaru bca hingga btn cnbc indonesia,0.0,neutral
"BI Rate Naik, Suku Bunga KPR Siap Melonjak! - ANTARA News",https://news.google.com/rss/articles/CBMiiwFBVV95cUxQcUdmOG1tMTJtNy1LaEpBa3EyOTVJUkRpNm5KQlpxd045ODVONUE4Q2lTcXpWcHpOVVBpM254UnIycG9PVXllblEzQVIzZVhGMF85M3pfT2R3ekZ1dUhsOWNqWi1LZW5MbmZnWXJKUzExZENJakZnem1hWl9zWjRoYkNjOENlLVpxT19F0gGOAUFVX3lxTE5CZmVpbEl4ZDQ4d3RGZVF3eE4wbW5aRnVuaDhieExyS294bkdKOW5KU01nLW9TMzJmM3J3NDVuS29KcGNSeEt0Tzk1dGg5T0FpMWJBLUh5VVZRQi1mMlZOeDNKMkRyRXFLeWIwaGhwem95VUxyaWdFaUdfQ2lNQ3dmWnpFS19SVWJaZkRqV3c?oc=5,2023-11-06,ANTARA News,Ekonomi,bi rate naik suku bunga kpr siap melonjak news,0.0,neutral
"BI Pertahankan Suku Bunga Acuan 5,75% pada Agustus 2023 | Pusat Data Ekonomi dan Bisnis Indonesia | Databoks - Databoks Katadata",https://news.google.com/rss/articles/CBMiuwFBVV95cUxNNlkzQm1zRmFSNTlhY3ZYOURDSktCVlBnSmVncE43Mk13SGNhd2E2NXZjT2k3eVNXSzhZOWRiVE1iMmFSZE0ydmdhNGRqR3diams4ZHdkQXpUSW0tdkFQNFpBVFd4VEVwa2tfZTRSSkF3ek42ejlYV3B0QTF3NW9Pa1JLMGlWSGpjLTloSzE5V05oMmpMemNYTW4wUlZVWDVJTHpQUzVtR05TVlB4WE1zVVZhNmcyQWFQbjFZ?oc=5,2023-08-24,Databoks Katadata,Ekonomi,bi pertahankan suku bunga acuan agustus pusat data ekonomi bisnis indonesia databoks databoks katadata,0.0,neutral
Pejuang KPR Siap-Siap! Suku Bunga Bank Bakal Naik Lagi - CNBC Indonesia,https://news.google.com/rss/articles/CBMitgFBVV95cUxPLTFRWWc0S1JmVHNSUmZiYUk2Y2tVVDFkUUl1SU5XVHhXdzNybEZ2Z3J1SDhpb1haZTZQc1AyWGpzS3RCdGoxc1ZDX2VFdEt1LUtDLVUyRUxzQzY2a3luOHdHSmU1Ukd0aGpHWkczdVhzcmtWUFdlV2RRVmU1bDlOaks1bUhtcm0xMFRpdElrNGlyNS1LOEpYSkVDV2U5cS1wZ2RGVHpCTDlwYzR6SmpDcVdoQWZ5Z9IBuwFBVV95cUxOMXdhbTlCSHJ1MFpHckZJWWVtTXVzM2lzWE9iS19iQ1ItMktYODZaYXZrQ091STZ1NHk5TFJER01zWC1Dd3BsRWhTck9lanl6blhMSS1HXzVPWktOLWtXN0t1SGtKeHMwQms2RlEtNGpqN3ZLUTAwcTJteEtDdnBtWGp6aTVrQzFNd3pPUzNwSVN2bVlsVUw1Nmo2UFhaNGEwRTZJOGotd1piWkpPT0Q2UWpwUHM5azRNcW5n?oc=5,2023-10-21,CNBC Indonesia,Ekonomi,pejuang kpr siapsiap suku bunga bank bakal naik cnbc indonesia,0.0,neutral
"Terungkap! Ini Alasan BI Tahan Suku Bunga Acuan 5,75 Persen - Bisnis.com",https://news.google.com/rss/articles/CBMisAFBVV95cUxPb1I1WGNiLVl4c201eDNOQnFTX1lmZ2xkZkY3X01VVjEtaXdEcHoxZEEyaGZfV3pXakRqN1ZWZXhCcmdtWjFNZzJ0ZVc3bkFrVVJqQ0lDdWZweHRQV1B4YkZ0UjZKdDFyRnFMLWtMQ3lsb1doclIwaVhqRE0wTVk5Y0l6dF81bUw4VzhzWWhNLS10akw5Y3g4QUE4S2wzcFRWa1JhR1FHbXF3T0xySzJCeQ?oc=5,2023-02-16,Bisnis.com,Ekonomi,terungkap alasan bi tahan suku bunga acuan persen bisniscom,0.0,neutral
"BI Rate Naik Lagi, Begini Respons Bank Mandiri - keuangan.kontan.co.id",https://news.google.com/rss/articles/CBMihwFBVV95cUxOQmhzSS1WLUYwa3I1M1lncnVtemZOOGJzR0xta0RGSFF3TnFnMTgzSlZGckI5djlaQjc2akpTZGNsWFlaWWpadGMwS1A2ek9fY3hwMDM2WnVGc0tKbzQzdnN4RTlwNHcyMWR2TUx0eS1kQ2pVR09MOU0zeXlTSFRqcGFyNGVpTG_SAYABQVVfeXFMT0FfQ0w4WDdPcVBQMDNuZHZXbmE1ZzdZZ0docW9TUHFfUlRaUUd4cG1PbkJiQlRSV3NWejZMSFJ4SjdKdWQ3TDJuZ3JNRXl3WmNPME0wZnlQalVxLTJmUW5qQXU0M1pmNzBvSzZWWlpMUzVzUU5mRlRZNkowMGlkaGE?oc=5,2023-01-19,keuangan.kontan.co.id,Ekonomi,bi rate naik begini respons bank mandiri keuangankontancoid,0.0,neutral
Catat! Jadwal Terbaru Rapat Dewan Gubernur BI 2024 - CNBC Indonesia,https://news.google.com/rss/articles/CBMisAFBVV95cUxQZFVZeE9GcERmUWxROFpxa0RkRHBRY19neXJkQXBGZkFhcnFUTW1CQU9vSGQ3Y1BSdWVnTGJwSHdTSDdFdHJrMzJkd2hJejdMaVhRNktld3NVUHc5OHZaOEs4eWpHeFQ1SFdHMTdCRUNJTHhWcllrbVRZNUR4LXZWQjc3SXNzUVFlMElpZWR6OW4xRnVOblg5VlNxWUNqWGp5cjRCSDZYR18ySDlTbmdPTNIBtgFBVV95cUxQUVZjZkxKN3puc3lPRUoySFduRVlrazhwbTJCMmY3RmxVU19qTEU0OXU5OHRwOW5ldEd1LXdKWGVVWkJmbDAxN2d1VUl2cWt0b2tQNVVKMFlpMDdOTmlpS3VORFVxMHcxMlZmLTNtbDVDdUhXMVBRbC11b2xfOUVRRUdkSV9TVG9GRUYxcE13djZrZTI2NjFnZUtSS216LXVnUVJTUDNNbUM0Mm5qSmJrdzBPTDJOUQ?oc=5,2023-12-22,CNBC Indonesia,Ekonomi,catat jadwal terbaru rapat dewan gubernur bi cnbc indonesia,0.0,neutral
BI Pertahankan Bunga Acuan 6 Persen; Kini Gunakan Istilah BI-Rate - emitennews.com,https://news.google.com/rss/articles/CBMilwFBVV95cUxQaThoUzlPUG84MUR6YXNIMFNRRlZSQTdzc2h4aGlkenhmbDlFakU1ekdCc2s0OGJVU1ljdlRGNU9mQ2dac0pLSU1NbUdKaFQzLVZtSFEzc0JLOGkyY29JNldxaDc3bm1WdjNuV0VTV1hyamMyaHp6VUtuLWJiTV8wQW5va0lnR0dET1RHNDRWX1V0VU1BWlM0?oc=5,2023-12-22,emitennews.com,Ekonomi,bi pertahankan bunga acuan persen kini gunakan istilah birate emitennewscom,0.0,neutral
"Tok! Dewan Gubernur BI Tahan Suku Bunga 5,75% di April - CNBC Indonesia",https://news.google.com/rss/articles/CBMiswFBVV95cUxOZVR1RXdlSmg3VmxyREZ3ZkpGSHktd015ZmJQUEV5QmNnNmpERnZBenpQMENmbDVGRnZHYUR2aHlNZDVjcGNaQ0FaMHljcmRMZThhTVhTWGhBdEVlYWI5OXN5NEE5WDI0Smw3OXdCN1dQaFU0RklpRmRYOUhFaVFYU0h6MzNRc2tZR2ZXQ1FodkxFa2phV1Y3YlR6WlQzc0lPQVNwVXhuYkhHUzBFWDAyVUJwb9IBuAFBVV95cUxNMXgtYXJENVdJRU1ybG5MXzI3eEswTERBYTI2bWlMam9qaFJ2cTdxVGNqZ1pzX0UwakJScFUwTEh6dGpvWkl2ek9sb1lyai01WFRrVjFyZEQwd1dVaWZwZXBPR2lMQTl4N1pQcjRTMzZzQ0ZOUFBUX2lxZ01aWDRiM002bHhrX0VMYkVlLVZXTTVYcGlYWFFiSjROVldXU2ZlM3M2NjE5b2xxM2tPR2p1OVREUmFCYldu?oc=5,2023-04-18,CNBC Indonesia,Ekonomi,tok dewan gubernur bi tahan suku bunga april cnbc indonesia,0.0,neutral
Gubernur BI: Kenaikan Suku Bunga Acuan Tak Diperlukan Lagi - Bisnis.com,https://news.google.com/rss/articles/CBMisAFBVV95cUxPa2RxMWowT09yU0V1U1J0cUpJTEVWREg4OEVwbU5zcVVVcnY4R0hvV3B0OUxkZG1PNUFhd180R0dVLURtSnF5eVA0ZDBLdktMdk1BT2VVR0lVRXhUNDNaUlpMOUFYcnV4akxQaEpheDlDV3ZBM21PVTAyVF9qcURsTUFhNWJSdnZ3NDNmNWxNWVZ3aXBUdnB6UC1yM2ZOaXZ1QTJOZkxzMUZEUWQ0VnVwMw?oc=5,2023-02-16,Bisnis.com,Ekonomi,gubernur bi kenaikan suku bunga acuan tak diperlukan bisniscom,0.0,neutral
Saham Bank Paling Cuan Saat Suku Bunga Tinggi? Jawabannya TIDAK - Mikir Duit,https://news.google.com/rss/articles/CBMikwFBVV95cUxPTDVFUUxIQ0JtWmR0ZHFIS0Z2aUZOcy12UXBsOU10WFVpZWdtT19sRG1xT1dPQ3JEYlR3QkpBWklvVXNvNVcxMDZUVFFYZHE3eFBIcWhhSWZXVVltMWJNVHJhelZOWEJpLVBILWw3UExySUZHV0N0VW5EU0R6VHlwcGVkOXBKUFJZUGtDUXZVeG9jQzA?oc=5,2023-10-10,Mikir Duit,Ekonomi,saham bank paling cuan suku bunga tinggi jawabannya mikir duit,0.0,neutral
"BI Rate Naik ke 6%, Berapa Bunga KUR saat Ini? - Bisnis.com",https://news.google.com/rss/articles/CBMingFBVV95cUxOUnp6M21sR3FhazBiYUQzYndfYlFiV3hqT21jU3VTNzJPSVBKUmFMRDlyUUdHUXdBZklEaVYwdm9rWU83dk9YWG9sZlFIOTVlNElRaF9YS29abXRpU3dRa0RCQmh0LVF4Qi1NYmtfTTlock5Yc0J3U0JtejNvSE4waWhfM3J2bXkzOW9BN3BQdi12WVJKeDZUT3NWeVltQQ?oc=5,2023-11-16,Bisnis.com,Ekonomi,bi rate naik berapa bunga kur ini bisniscom,0.0,neutral
"Pejuang KPR, Ini Simulasi Cicilan Jika Suku Bunga Naik usai BI Rate 6% - Bisnis.com",https://news.google.com/rss/articles/CBMivwFBVV95cUxPZDdZcjEzd3NQUkVXMlNFU2J2eVR3VjlmVmFFNEN6bldXdmF2a2Utd21HeTI0SWRGQXdpY0g5TEZDSXA3NGZMaFFVMGRubUJFNnhEdVRWWDBWSU9vRkJ5QWo5dERCd093bDVNeF9TeEtORjYxWDVPbFExcktRZm8yWENWV0VsS242WHdBMW4xUWw5Z2FIczlxRWdOSERTTVBjMnN4YzVJdUFVRk5IcnNMNXllVk5tc2Y1N0M2RGpFYw?oc=5,2023-10-21,Bisnis.com,Ekonomi,pejuang kpr simulasi cicilan suku bunga naik usai bi rate bisniscom,0.0,neutral
Kaleidoskop 2023: Suku Bunga BI Terus Menuju Puncaknya Hingga Masuk Kategori Tinggi di ASEAN - Infobanknews,https://news.google.com/rss/articles/CBMitwFBVV95cUxQZ1lBeXFuZ191YzUtc2swUXVXdzhlV2ItUmRjeUJSaERibk90VEEzWW9ZcjJVSHhxcVQ5cFRJbzBvcU1JUklPRjA2N21KWTlxLXBsLW1HanhIS3hTWEkzUjJybEN0X3M2N2F3VzdfV1BXaWRRVk9hSHNmQ0xzR09vdTdNcVlaNDQwYy15dVBFc3VDV2VjVWxBMDRKQUlIaE8xLUl1YUIteHNDUUxfSjRlS1hBRWtIM1U?oc=5,2023-12-28,Infobanknews,Ekonomi,kaleidoskop suku bunga bi terus menuju puncaknya hingga masuk kategori tinggi asean infobanknews,0.0,neutral
BI Prediksi Suku Bunga The Fed Turun 50 Bps di 2024 - metrotvnews.com,https://news.google.com/rss/articles/CBMimAFBVV95cUxPcl9VR3NxMmpzWWs1WDZHSDRxNVVqY3NUeHVZcEg2M014Q2QyTlhzVUhDNmlOcWZESUFpV3kwZnB0TXdIVmlTcTNiVHpWYWc3Z284R0tGaThkUm9uODFYeVl3WXdyXzlZVDFCSE5lTHdxd0Vnb3o3bU1DYlppYk1iNVIycUZvSmtHTmVIZnQyMVc5OEEwYjgxZg?oc=5,2023-12-22,metrotvnews.com,Ekonomi,bi prediksi suku bunga the fed turun bps metrotvnewscom,0.0,neutral
Bos BI Bakal Tahan Suku Bunga 6 Persen Hingga 2024 - kumparan.com - Kumparan.com,https://news.google.com/rss/articles/CBMinwFBVV95cUxQWEhBTkpiOTVLczBSaGxOZzZ1M3d0YUpxWUlyTVp3UHpEWGJsYXNLaS1jZzZWeFRrZ2tMOEdScG5qcXg5N0xtMkM5d3BtSjBTb1cxbWJhNVRHemZFeUw3dklSVnd5elRIbzJmaGE5cVJyeUhtWnhIc0FvN1ZRZi1IaGU1cXFQT25uVW81T2I0UnJ1OExyb21XX0NmemN3bEXSAacBQVVfeXFMUDVRMlNzRVUtSWlnVlhrQ1M5WDBOWk10R1QxcVFGM1c4TDVvdjJFRl9FWUd3MjZEVFc2Q0U3dEVXSms0S2JSRWtFRTQ4MEtNRDJCamVEQTBMdWNObm5NNFJ3TEUxemlOT0ZZWktFQjJINHR5cnhzcnEzZjN4SFBHeVJxVnZWTE9FU1F1Qk1KSHZ4cTRGdU5oTERUdUthdkxWX2xmZGFIU0U?oc=5,2023-11-29,Kumparan.com,Ekonomi,bos bi bakal tahan suku bunga persen hingga kumparancom kumparancom,0.0,neutral
Suku Bunga Acuan BI Berpotensi Turun di Semester II 2024 - kumparan.com - Kumparan.com,https://news.google.com/rss/articles/CBMipwFBVV95cUxOSFdpSjRPaDZYZ0I5NXVrdmVUcjd1WGJGSnVQdGJnV2M5MW5EX0hBT2lBUEJwNTFnUExmWHJEYWc1RFk3NVNtR2dBTkNuYk5qSkxTRklSaWdSbnBpdmlJTXRpX2FFeEg4NlBpempoeENUQ2lpUUkyWVBwM2M4Q0hVZjctUDB5aUVOMjc4RWZVVXhfa09IZEliNmlFMHhKa0lFdzFqMm13b9IBrwFBVV95cUxNQXJNOEtraUswdGt2WG9qT3VNYkNUYWE0MkpLa1J6OTFWd1ptbFdnNDNTaXlaVzYzTFpNelAyWGpWTDBSTTBlOXdEUElzNW4tZTJTRmNUUGRGWnZQS2VmTU0zNlRNM0ZxY3NYZ2RVRkp3bG9oZFBTNlRXSEczOGdwelFFbkFVYW04aC1sOFZROVhueW0tMEdmZ3Z5bnltT3RlaHJ5TC1uQWtTYlNQVUUw?oc=5,2023-12-21,Kumparan.com,Ekonomi,suku bunga acuan bi berpotensi turun semester ii kumparancom kumparancom,0.0,neutral
"Apa Itu BI Rate? Pengertian, Tujuan, dan Fungsi - Bisnis.com",https://news.google.com/rss/articles/CBMinwFBVV95cUxNdlBFall1U2VrRW1yaENRTEV6eXBfNFpUS0daUG9Ea1lTY0FhZnBNR2xQVE0xSG52b2dWN0tmUVNpaGdRSEJnckZZNHYtc1hwTmVZU2g2dDRkN0h4c0xIQTl4SU9UaTg2QkJqZGhtUHZjeVdqUlBKQTVhVjRvWXI1NlRkT1ZLZWZ6dDQ4Y0xMQVZlVUZLUmVNalU1RXdRQk0?oc=5,2023-07-25,Bisnis.com,Ekonomi,apa bi rate pengertian tujuan fungsi bisniscom,0.0,neutral
